,id,body,title,title
<tr>
<td style=""text-align: left;"">cin (default/naive)</td>
<td style=""text-align: right;"">819,672</td>
</tr>
<tr>
<td style=""text-align: left;"">cin (no sync)</td>
<td style=""text-align: right;"">12,500,000</td>
</tr>
<tr>
<td style=""text-align: left;"">fgets</td>
<td style=""text-align: right;"">14,285,714</td>
</tr>
<tr>
<td style=""text-align: left;"">wc (not fair comparison)</td>
<td style=""text-align: right;"">54,644,808</td>
</tr>
</tbody>
</table>
</div>",Why is reading lines from stdin much slower in C++ than Python?,Why is reading lines from stdin much slower in C++ than Python?
60,21553353,"<p>In Dockerfiles there are two commands that look similar to me: <code>CMD</code> and <code>ENTRYPOINT</code>. But I guess that there is a (subtle?) difference between them - otherwise it would not make any sense to have two commands for the very same thing.</p>

<p>The documentation states for <code>CMD</code></p>

<blockquote>
  <p>The main purpose of a CMD is to provide defaults for an executing container.</p>
</blockquote>

<p>and for <code>ENTRYPOINT</code>:</p>

<blockquote>
  <p>An ENTRYPOINT helps you to configure a container that you can run as an executable.</p>
</blockquote>

<p>So, what's the difference between those two commands?</p>",What is the difference between CMD and ENTRYPOINT in a Dockerfile?,What is the difference between CMD and ENTRYPOINT in a Dockerfile?
61,7073484,"<p>There're plenty of different CSS shapes over at <a href=""http://css-tricks.com/examples/ShapesOfCSS/"" rel=""noreferrer"">CSS Tricks - Shapes of CSS</a> and I'm particularly puzzled with a triangle:</p>

<p><img src=""https://i.stack.imgur.com/Zcyzo.png"" alt=""CSS Triangle""></p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""false"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-css lang-css prettyprint-override""><code>#triangle-up {
  width: 0;
  height: 0;
  border-left: 50px solid transparent;
  border-right: 50px solid transparent;
  border-bottom: 100px solid red;
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;div id=""triangle-up""&gt;&lt;/div&gt;</code></pre>
</div>
</div>
</p>

<p>How and why does it work?</p>",How do CSS triangles work?,How do CSS triangles work?
62,9463318,<p>What command or short key can I use to exit the PostgreSQL command line utility <code>psql</code>?</p>,How to exit from PostgreSQL command line utility: psql,How to exit from PostgreSQL command line utility: psql
63,7486085,"<p>When copying an array in JavaScript to another array:</p>

<pre><code>var arr1 = ['a','b','c'];
var arr2 = arr1;
arr2.push('d');  //Now, arr1 = ['a','b','c','d']
</code></pre>

<p>I realized that <code>arr2</code> refers to the same array as <code>arr1</code>, rather than a new, independent array. How can I copy the array to get two independent arrays?</p>",Copy array by value,Copy array by value
64,9794985,"<p>I've encountered an error deploying a site to a server.  When trying to load the home page, or access authentication on the new site in IIS, I get the error:</p>

<blockquote>
  <p>Config Error: This configuration section cannot be used at this path.
  This happens when the section is locked at a parent level. Locking is
  either by default (overrideModeDefault=""Deny""), or set explicitly by a
  location tag with overrideMode=""Deny"" or the legacy
  allowOverride=""false"".</p>
</blockquote>

<p>More detail can be found here, in <a href=""https://docs.microsoft.com/en-gb/archive/blogs/webtopics/troubleshooting-http-500-19-errors-in-iis-7"" rel=""noreferrer"">Scenario 7</a> matches my hex error code.</p>

<p>The solution given on the linked site above is to set <strong>Allow</strong> for overrideModeDefault in the section mentioned in my error, in the <em>applicationHost.config</em> file.  In my case,  under <strong>Security</strong> in <em>system.webServer</em>.  But if I look at the <em>applicationHost.config</em> on my local computer, where the site is properly deployed already, that section is set to <strong>Deny</strong>.</p>

<p>If this solution is correct, how is my local instance running just fine with the same <em>web.config</em>?  According to my <em>applicationHost.config</em>, that section should be locked, but it's not.  I'd prefer to not change the <em>applicationHost.config</em> file, because there are many other sites running on that server.  Is there another solution?</p>",Config Error: This configuration section cannot be used at this path,Config Error: This configuration section cannot be used at this path
65,24319662,"<p>So I have a Nginx running inside a docker container, I have a mysql running on localhost, I want to connect to the MySql from within my Nginx. The MySql is running on localhost and not exposing a port to the outside world, so its bound on localhost, not bound on the ip address of the machine.</p>

<p>Is there any way to connect to this MySql or any other program on localhost from within this docker container?</p>

<p>This question is different from ""How to get the IP address of the docker host from inside a docker container"" due to the fact that the IP address of the docker host could be the public IP or the private IP in the network which may or may not be reachable from within the docker container (I mean public IP if hosted at AWS or something). Even if you have the IP address of the docker host it does not mean you can connect to docker host from within the container given that IP address as your Docker network may be overlay, host, bridge, macvlan, none etc which restricts the reachability of that IP address.</p>","From inside of a Docker container, how do I connect to the localhost of the machine?","From inside of a Docker container, how do I connect to the localhost of the machine?"
66,15182496,"<p>The following print statement would print ""hello world"".
Could anyone explain this?</p>

<pre><code>System.out.println(randomString(-229985452) + "" "" + randomString(-147909649));
</code></pre>

<p>And <code>randomString()</code> looks like this:</p>

<pre><code>public static String randomString(int i)
{
    Random ran = new Random(i);
    StringBuilder sb = new StringBuilder();
    while (true)
    {
        int k = ran.nextInt(27);
        if (k == 0)
            break;

        sb.append((char)('`' + k));
    }

    return sb.toString();
}
</code></pre>","Why does this code using random strings print ""hello world""?","Why does this code using random strings print ""hello world""?"
67,18641899,<p>What is the fundamental difference between <code>bower</code> and <code>npm</code>? Just want something plain and simple. I've seen some of my colleagues use <code>bower</code> and <code>npm</code> interchangeably in their projects.</p>,What is the difference between Bower and npm?,What is the difference between Bower and npm?
68,22907231,"<p>I am trying to build a backup and restore solution for the Docker containers that we work with.</p>

<p>I have Docker base image that I have created, <code>ubuntu:base</code>, and do not want have to rebuild it each time with a Docker file to add files to it.</p>

<p>I want to create a script that runs from the host machine and creates a new container using the <code>ubuntu:base</code> Docker image and then copies files into that container.</p>

<p>How can I copy files from the host to the container?</p>",How to copy files from host to Docker container?,How to copy files from host to Docker container?
69,12481639,"<p>I am using Git and I have committed few files using </p>

<pre><code>git commit -a
</code></pre>

<p>Later, I found that a file had mistakenly been added to the commit.</p>

<p>How can I remove a file from the last commit?</p>",Remove files from Git commit,Remove files from Git commit
70,8073673,"<p>I have a need to add or prepend elements at the beginning of an array.</p>

<p>For example, if my array looks like below:</p>

<pre><code>[23, 45, 12, 67]
</code></pre>

<p>And the response from my AJAX call is <code>34</code>, I want the updated array to be like the following:</p>

<pre><code>[34, 23, 45, 12, 67]
</code></pre>

<p>Currently I am planning to do it like this:</p>

<pre><code>var newArray = [];
newArray.push(response);

for (var i = 0; i &lt; theArray.length; i++) {
    newArray.push(theArray[i]);
}

theArray = newArray;
delete newArray;
</code></pre>

<p>Is there any better way to do this? Does Javascript have any built-in functionality that does this?</p>

<p>The complexity of my method is <code>O(n)</code> and it would be really interesting to see better implementations.</p>",How can I add new array elements at the beginning of an array in Javascript?,How can I add new array elements at the beginning of an array in Javascript?
71,12694530,"<p>Can you please describe what the TypeScript language is?</p>

<p>What can it do that JavaScript or available libraries cannot do, that would give me reason to consider it?</p>",What is TypeScript and why would I use it in place of JavaScript?,What is TypeScript and why would I use it in place of JavaScript?
72,17846529,"<p>I am running into this error of: </p>

<pre class=""lang-none prettyprint-override""><code>$ git push heroku master
Warning: Permanently added the RSA host key for IP address '50.19.85.132' to the list of known hosts.
!  Your key with fingerprint b7:fd:15:25:02:8e:5f:06:4f:1c:af:f3:f0:c3:c2:65 is not authorized to access bitstarter.
</code></pre>

<p>I tried to add the keys and I get this error below:</p>

<pre class=""lang-none prettyprint-override""><code>$ ssh-add ~/.ssh/id_rsa.pub
Could not open a connection to your authentication agent.
</code></pre>",Could not open a connection to your authentication agent,Could not open a connection to your authentication agent
73,6877727,"<p>Before installing gnuplot, I set the environment variable <code>GNUPLOT_DRIVER_DIR = /home/gnuplot/build/src</code>. During the installation, something went wrong.</p>

<p>I want to remove the <code>GNUPLOT_DRIVER_DIR</code> environment variable. How can I achieve it?</p>",How do I delete an exported environment variable?,How do I delete an exported environment variable?
74,17563726,"<p>When I do <code>git diff COMMIT</code> I see the changes between that commit and HEAD (as far as I know), but I would like to see the changes that were made by that single commit.</p>

<p>I haven't found any obvious options on <code>diff</code> / <code>log</code> that will give me that output.</p>",How to see the changes in a Git commit?,How to see the changes in a Git commit?
75,7202157,"<p>This is valid and returns the string <code>""10""</code> in JavaScript (<a href=""http://sla.ckers.org/forum/read.php?24,33349,33405"" rel=""noreferrer"">more examples here</a>):</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>console.log(++[[]][+[]]+[+[]])</code></pre>
</div>
</div>
</p>

<p>Why? What is happening here?</p>","Why does ++[[]][+[]]+[+[]] return the string ""10""?","Why does ++[[]][+[]]+[+[]] return the string ""10""?"
76,10168686,"<p>One of the most interesting projects I've worked on in the past couple of years was a project about <a href=""https://en.wikipedia.org/wiki/Image_processing"" rel=""noreferrer"">image processing</a>. The goal was to develop a system to be able to recognize Coca-Cola <strong>'cans'</strong> (note that I'm stressing the word 'cans', you'll see why in a minute). You can see a sample below, with the can recognized in the <em>green rectangle</em> with scale and rotation.</p>

<p><img src=""https://i.stack.imgur.com/irQtR.png"" alt=""Template matching""></p>

<p>Some constraints on the project:</p>

<ul>
<li>The background could be very noisy.</li>
<li>The <em>can</em> could have any <em>scale</em> or <em>rotation</em> or even orientation (within reasonable limits).</li>
<li>The image could have some degree of fuzziness (contours might not be entirely straight).</li>
<li>There could be Coca-Cola bottles in the image, and the algorithm should only detect the <em>can</em>!</li>
<li>The brightness of the image could vary a lot (so you can't rely ""too much"" on color detection).</li>
<li>The <em>can</em> could be partly hidden on the sides or the middle and possibly partly hidden behind a bottle.</li>
<li>There could be no <em>can</em> at all in the image, in which case you had to find nothing and write a message saying so.</li>
</ul>

<p>So you could end up with tricky things like this (which in this case had my algorithm totally fail):</p>

<p><img src=""https://i.stack.imgur.com/Byw82.png"" alt=""Total fail""></p>

<p>I did this project a while ago, and had a lot of fun doing it, and I had a decent implementation. Here are some details about my implementation:</p>

<p><strong>Language</strong>: Done in C++ using <a href=""http://opencv.org"" rel=""noreferrer"">OpenCV</a> library.</p>

<p><strong>Pre-processing</strong>: For the image pre-processing, i.e. transforming the image into a more raw form to give to the algorithm, I used 2 methods:</p>

<ol>
<li>Changing color domain from RGB to <a href=""http://en.wikipedia.org/wiki/HSL_and_HSV"" rel=""noreferrer"">HSV</a> and filtering based on ""red"" hue, saturation above a certain threshold to avoid orange-like colors, and filtering of low value to avoid dark tones. The end result was a binary black and white image, where all white pixels would represent the pixels that match this threshold. Obviously there is still a lot of crap in the image, but this reduces the number of dimensions you have to work with.
<img src=""https://i.stack.imgur.com/ktdAB.png"" alt=""Binarized image"">  </li>
<li>Noise filtering using median filtering (taking the median pixel value of all neighbors and replace the pixel by this value) to reduce noise.</li>
<li>Using <a href=""http://en.wikipedia.org/wiki/Canny_edge_detector"" rel=""noreferrer"">Canny Edge Detection Filter</a> to get the contours of all items after 2 precedent steps.
<img src=""https://i.stack.imgur.com/F9319.png"" alt=""Contour detection""></li>
</ol>

<p><strong>Algorithm</strong>: The algorithm itself I chose for this task was taken from <a href=""https://rads.stackoverflow.com/amzn/click/com/0123725380"" rel=""noreferrer"" rel=""nofollow noreferrer"">this</a> awesome book on feature extraction and called <a href=""http://en.wikipedia.org/wiki/Generalised_Hough_transform"" rel=""noreferrer"">Generalized Hough Transform</a> (pretty different from the regular Hough Transform). It basically says a few things:</p>

<ul>
<li>You can describe an object in space without knowing its analytical equation (which is the case here).</li>
<li>It is resistant to image deformations such as scaling and rotation, as it will basically test your image for every combination of scale factor and rotation factor.</li>
<li>It uses a base model (a template) that the algorithm will ""learn"".</li>
<li>Each pixel remaining in the contour image will vote for another pixel which will supposedly be the center (in terms of gravity) of your object, based on what it learned from the model.</li>
</ul>

<p>In the end, you end up with a heat map of the votes, for example here all the pixels of the contour of the can will vote for its gravitational center, so you'll have a lot of votes in the same pixel corresponding to the center, and will see a peak in the heat map as below:</p>

<p><img src=""https://i.stack.imgur.com/wxrT1.png"" alt=""GHT""></p>

<p>Once you have that, a simple threshold-based heuristic can give you the location of the center pixel, from which you can derive the scale and rotation and then plot your little rectangle around it (final scale and rotation factor will obviously be relative to your original template). In theory at least...</p>

<p><strong>Results</strong>: Now, while this approach worked in the basic cases, it was severely lacking in some areas:</p>

<ul>
<li>It is <strong>extremely slow</strong>! I'm not stressing this enough. Almost a full day was needed to process the 30 test images, obviously because I had a very high scaling factor for rotation and translation, since some of the cans were very small.</li>
<li>It was completely lost when bottles were in the image, and for some reason almost always found the bottle instead of the can (perhaps because bottles were bigger, thus had more pixels, thus more votes)</li>
<li>Fuzzy images were also no good, since the votes ended up in pixel at random locations around the center, thus ending with a very noisy heat map.</li>
<li>In-variance in translation and rotation was achieved, but not in orientation, meaning that a can that was not directly facing the camera objective wasn't recognized.</li>
</ul>

<p>Can you help me improve my <strong>specific</strong> algorithm, using <strong>exclusively OpenCV</strong> features, to resolve the <strong>four specific</strong> issues mentioned?</p>

<p>I hope some people will also learn something out of it as well, after all I think not only people who ask questions should learn. :)</p>",Image Processing: Algorithm Improvement for 'Coca-Cola Can' Recognition,Image Processing: Algorithm Improvement for 'Coca-Cola Can' Recognition
77,8898925,"<p>When using lambda expressions or anonymous methods in C#, we have to be wary of the <em>access to modified closure</em> pitfall. For example:</p>

<pre><code>foreach (var s in strings)
{
   query = query.Where(i =&gt; i.Prop == s); // access to modified closure
   ...
}
</code></pre>

<p>Due to the modified closure, the above code will cause all of the <code>Where</code> clauses on the query to be based on the final value of <code>s</code>.</p>

<p>As explained <a href=""http://resnikb.wordpress.com/2009/06/17/c-lambda-and-foreach-variable/"" rel=""noreferrer"">here</a>, this happens because the <code>s</code> variable declared in <code>foreach</code> loop above is translated like this in the compiler:</p>

<pre><code>string s;
while (enumerator.MoveNext())
{
   s = enumerator.Current;
   ...
}
</code></pre>

<p>instead of like this:</p>

<pre><code>while (enumerator.MoveNext())
{
   string s;
   s = enumerator.Current;
   ...
}
</code></pre>

<p>As pointed out <a href=""https://stackoverflow.com/a/2388644/120955"">here</a>, there are no performance advantages to declaring a variable outside the loop, and under normal circumstances the only reason I can think of for doing this is if you plan to use the variable outside the scope of the loop:</p>

<pre><code>string s;
while (enumerator.MoveNext())
{
   s = enumerator.Current;
   ...
}
var finalString = s;
</code></pre>

<p>However variables defined in a <code>foreach</code> loop cannot be used outside the loop:</p>

<pre><code>foreach(string s in strings)
{
}
var finalString = s; // won't work: you're outside the scope.
</code></pre>

<p>So the compiler declares the variable in a way that makes it highly prone to an error that is often difficult to find and debug, while producing no perceivable benefits.</p>

<p>Is there something you can do with <code>foreach</code> loops this way that you couldn't if they were compiled with an inner-scoped variable, or is this just an arbitrary choice that was made before anonymous methods and lambda expressions were available or common, and which hasn't been revised since then?</p>",Is there a reason for C#'s reuse of the variable in a foreach?,Is there a reason for C#'s reuse of the variable in a foreach?
78,21692646,"<p>So apparently because of the recent scams, the developer tools is exploited by people to post spam and even used to ""hack"" accounts. Facebook has blocked the developer tools, and I can't even use the console.</p>

<p><img src=""https://i.stack.imgur.com/Wiatp.png"" alt=""Enter image description here""></p>

<p>How did they do that?? <a href=""https://stackoverflow.com/questions/7559409/disable-developer-tools"">One Stack Overflow post claimed that it is not possible</a>, but Facebook has proven them wrong.</p>

<p>Just go to Facebook and open up the developer tools, type one character into the console, and this warning pops up. No matter what you put in, it will not get executed.</p>

<p>How is this possible?</p>

<p>They even blocked auto-complete in the console:</p>

<p><img src=""https://i.stack.imgur.com/j0Zmx.png"" alt=""Enter image description here""></p>",How does Facebook disable the browser's integrated Developer Tools?,How does Facebook disable the browser's integrated Developer Tools?
79,9229601,"<p>I bumped into this strange macro code in <a href=""https://github.com/torvalds/linux/blob/ff2d8b19a3a62559afba1c53360c8577a7697714/include/linux/kernel.h#L677-L682"" rel=""noreferrer"">/usr/include/linux/kernel.h</a>:</p>

<pre><code>/* Force a compilation error if condition is true, but also produce a
   result (of value 0 and type size_t), so the expression can be used
   e.g. in a structure initializer (or where-ever else comma expressions
   aren't permitted). */
#define BUILD_BUG_ON_ZERO(e) (sizeof(struct { int:-!!(e); }))
#define BUILD_BUG_ON_NULL(e) ((void *)sizeof(struct { int:-!!(e); }))
</code></pre>

<p>What does <code>:-!!</code> do?</p>","What is "":-!!"" in C code?","What is "":-!!"" in C code?"
80,10312521,"<p>I cloned a Git repository, which contains about five branches. However, when I do <code>git branch</code> I only see one of them:</p>

<pre><code>$ git branch
* master
</code></pre>

<p>I know that I can do <code>git branch -a</code> to see <strong>all</strong> the branches, but how would I pull all the branches locally so when I do <code>git branch</code>, it shows the following?</p>

<pre><code>$ git branch
* master
* staging
* etc...
</code></pre>",How to fetch all Git branches,How to fetch all Git branches
81,7364150,"<p>I've got an array:</p>

<pre><code>myArray = [{'id':'73','foo':'bar'},{'id':'45','foo':'bar'}, etc.]
</code></pre>

<p>I'm unable to change the structure of the array. I'm being passed an id of <code>45</code>, and I want to get <code>'bar'</code> for that object in the array. </p>

<p>How do I do this in JavaScript or using jQuery?</p>",Find object by id in an array of JavaScript objects,Find object by id in an array of JavaScript objects
82,31079081,"<p>With <code>react-router</code> I can use the <code>Link</code> element to create links which are natively handled by react router. </p>

<p>I see internally it calls <code>this.context.transitionTo(...)</code>.</p>

<p>I want to do a navigation. Not from a link, but from a dropdown selection (as an example). How can I do this in code? What is <code>this.context</code>? </p>

<p>I saw the <code>Navigation</code> mixin, but can I do this without <code>mixins</code>?</p>",Programmatically navigate using React router,Programmatically navigate using React router
83,22146094,"<p>I'm coming from a Java background and have started working with objects in C++. But one thing that occurred to me is that people often use pointers to objects rather than the objects themselves, for example this declaration:</p>

<pre><code>Object *myObject = new Object;
</code></pre>

<p>rather than:</p>

<pre><code>Object myObject;
</code></pre>

<p>Or instead of using a function, let's say <code>testFunc()</code>, like this:</p>

<pre><code>myObject.testFunc();
</code></pre>

<p>we have to write:</p>

<pre><code>myObject-&gt;testFunc();
</code></pre>

<p>But I can't figure out why should we do it this way. I would assume it has to do with efficiency and speed since we get direct access to the memory address. Am I right?</p>",Why should I use a pointer rather than the object itself?,Why should I use a pointer rather than the object itself?
84,17271319,"<p>I spent most of the day yesterday searching for a clear answer for installing <code>pip</code> (package manager for Python). I can't find a good solution.</p>

<p>How do I install it?</p>",How do I install pip on macOS or OS X?,How do I install pip on macOS or OS X?
85,12179271,"<p>Could someone explain to me the meaning of <code>@classmethod</code> and <code>@staticmethod</code> in python? I need to know the difference and the meaning. </p>

<p>As far as I understand, <code>@classmethod</code> tells a class that it's a method which should be inherited into subclasses, or... something. However, what's the point of that? Why not just define the class method without adding <code>@classmethod</code> or <code>@staticmethod</code> or any <code>@</code> definitions?</p>

<p><strong>tl;dr:</strong> <em>when</em> should I use them, <em>why</em> should I use them, and <em>how</em> should I use them?</p>",Meaning of @classmethod and @staticmethod for beginner?,Meaning of @classmethod and @staticmethod for beginner?
86,8880603,"<p>I want to write a script that loops through 15 strings (array possibly?) Is that possible?</p>

<p>Something like:</p>

<pre><code>for databaseName in listOfNames
then
  # Do something
end
</code></pre>",Loop through an array of strings in Bash?,Loop through an array of strings in Bash?
87,13789618,"<p>Why would someone prefer either the <a href=""http://lodash.com/"" rel=""noreferrer"">Lodash</a> or <a href=""http://underscorejs.org/"" rel=""noreferrer"">Underscore.js</a> utility library over the other?</p>
<p>Lodash seems to be a drop-in replacement for underscore, the latter having been around longer.</p>
<p>I think both are brilliant, but I do not know enough about how they work to make an educated comparison, and I would like to know more about the differences.</p>",Differences between Lodash and Underscore.js,Differences between Lodash and Underscore.js
88,13148066,"<p>I've been using Git for a while now and have recently downloaded an update only to find this warning message come up when I try to <code>push</code>.</p>

<pre><code>warning: push.default is unset; its implicit value is changing in 
Git 2.0 from 'matching' to 'simple'. To squelch this message 
and maintain the current behavior after the default changes, use: 

  git config --global push.default matching

To squelch this message and adopt the new behavior now, use: 

  git config --global push.default simple
</code></pre>

<p>I can obviously set it to one of the values mentioned, but what do they mean? What's the difference between <code>simple</code> and <code>matching</code>?</p>

<p>If I change it on one client will I need to do anything on other clients that I share repos with?</p>",Warning: push.default is unset; its implicit value is changing in Git 2.0,Warning: push.default is unset; its implicit value is changing in Git 2.0
89,12135518,"<p>Is <code>if (a &lt; 901)</code> faster than <code>if (a &lt;= 900)</code>?</p>
<p>Not exactly as in this simple example, but there are slight performance changes on loop complex code. I suppose this has to do something with generated machine code in case it's even true.</p>",Is < faster than <=?,Is < faster than <=?
90,35942754,"<p>I want to use a push and pull automatically in <em>GitExtension</em>, without entering my user and password in a prompt, every time.</p>
<p>So how can I save my credentials in git?</p>",How to save username and password in Git?,How to save username and password in Git?
91,10228760,"<p>I was doing some work in my repository and noticed a file had local changes. I didn't want them anymore so I deleted the file, thinking I can just checkout a fresh copy. I wanted to do the Git equivalent of</p>

<pre><code>svn up .
</code></pre>

<p>Using <code>git pull</code> didn't seem to work. Some random searching led me to a site where someone recommended doing</p>

<pre><code>git checkout HEAD^ src/
</code></pre>

<p>(<code>src</code> is the directory containing the deleted file).</p>

<p><strong>Now I find out I have a detached head. I have no idea what that is. How can I undo?</strong></p>",How do I fix a Git detached head?,How do I fix a Git detached head?
92,10382929,"<p>I am trying to use <a href=""http://en.wikipedia.org/wiki/Notepad%2B%2B"" rel=""noreferrer"">Notepad++</a> as my all-in-one tool edit, run, compile, etc.</p>

<p>I have <a href=""http://en.wikipedia.org/wiki/Java_Virtual_Machine#Execution_environment"" rel=""noreferrer"">JRE</a> installed, and I have setup my path variable to the <code>.../bin</code> directory.</p>

<p>When I run my ""Hello world"" in Notepad++, I get this message:</p>

<pre class=""lang-none prettyprint-override""><code>java.lang.UnsupportedClassVersionError: test_hello_world :
 Unsupported major.minor version 51.0
    at java.lang.ClassLoader.defineClass1(Native Method)
    at java.lang.ClassLoader.defineClassCond(Unknown Source)
       .........................................
</code></pre>

<p>I think the problem here is about versions; some versions of Java may be old or too new.</p>

<ol>
<li>How do I fix it?</li>
<li>Should I install the JDK, and setup my path variable to the JDK instead of JRE?</li>
<li>What is the difference between the <code>PATH</code> variable in JRE or JDK?</li>
</ol>",How to fix java.lang.UnsupportedClassVersionError: Unsupported major.minor version,How to fix java.lang.UnsupportedClassVersionError: Unsupported major.minor version
93,11269256,"<p>I was always under the impression that you could give a stash a name by doing <code>git stash save stashname</code>, which you could later on apply by doing <code>git stash apply stashname</code>. But it seems that in this case all that happens is that <code>stashname</code> will be used as the stash description.</p>

<p>Is there no way to actually name a stash? If not, what would you recommend to achieve equivalent functionality? Essentially I have a small stash which I would periodically like to apply, but don't want to always have to hunt in <code>git stash list</code> what its actual stash number is.</p>",How to name and retrieve a stash by name in git?,How to name and retrieve a stash by name in git?
94,11451535,"<p>My <code>.gitignore</code> file seems to be being ignored by Git - could the <code>.gitignore</code> file be corrupt? Which file format, locale or culture does Git expect?</p>

<p>My <code>.gitignore</code>:</p>

<pre><code># This is a comment
debug.log
nbproject/
</code></pre>

<p>Output from <code>git status</code>:</p>

<pre><code># On branch master
# Your branch is ahead of 'origin/master' by 1 commit.
#
# Untracked files:
#   (use ""git add &lt;file&gt;..."" to include in what will be committed)
#
#       debug.log
#       nbproject/
nothing added to commit but untracked files present (use ""git add"" to track)
</code></pre>

<p>I would like <code>debug.log</code> and <code>nbproject/</code> not to appear in the untracked files list.</p>

<p>Where should I start looking to fix this?</p>",.gitignore is ignored by Git,.gitignore is ignored by Git
95,9573244,"<p>Does Python have something like an empty string variable where you can do:</p>

<pre><code>if myString == string.empty:
</code></pre>

<p>Regardless, what's the most elegant way to check for empty string values? I find hard coding <code>""""</code> every time for checking an empty string not as good.</p>",How to check if the string is empty?,How to check if the string is empty?
96,9229645,"<p>I have a very simple JavaScript array that may or may not contain duplicates.</p>

<pre><code>var names = [""Mike"",""Matt"",""Nancy"",""Adam"",""Jenny"",""Nancy"",""Carl""];
</code></pre>

<p>I need to remove the duplicates and put the unique values in a new array.</p>

<p>I could point to all the codes that I've tried but I think it's useless because they don't work. I accept jQuery solutions too.</p>

<h3>Similar question:</h3>

<ul>
<li><a href=""https://stackoverflow.com/questions/840781"">Get all non-unique values (i.e.: duplicate/more than one occurrence) in an array</a></li>
</ul>",Remove duplicate values from JS array,Remove duplicate values from JS array
97,8511281,<p>How do you check if a value is an object in JavaScript?</p>,Check if a value is an object in JavaScript,Check if a value is an object in JavaScript
98,12573816,"<p>What are undefined reference/unresolved external symbol errors? What are common causes and how to fix/prevent them?</p>

<p><sub>Feel free to edit/add your own.</sub></p>",What is an undefined reference/unresolved external symbol error and how do I fix it?,What is an undefined reference/unresolved external symbol error and how do I fix it?
99,23935141,"<p>How do I transfer a Docker image from one machine to another one without using a repository, no matter private or public?</p>

<p>I create my own image in VirtualBox, and when it is finished I try to deploy to other machines to have real usage.</p>

<p>Since it is based on my own based image (like Red Hat Linux), it cannot be recreated from a Dockerfile. My dockerfile isn't easily portable.</p>

<p>Are there simple commands I can use? Or another solution?</p>",How to copy Docker images from one host to another without using a repository,How to copy Docker images from one host to another without using a repository
